Area,n_measurements,waterbody_type,query,latitude,longitude
"Newry, Fane, Glyde and Dee, Inner Dundalk Bay",31,Transitional,Inner Dundalk Bay,,
"Lee, Cork Harbour and Youghal Bay, Glashaboy Estuary",31,Transitional,Glashaboy Estuary,,
"Lee, Cork Harbour and Youghal Bay, Lee (Cork) Estuary Upper",31,Transitional,Lee Estuary Upper,,
"Newry, Fane, Glyde and Dee, GLYDE_030",30,River,GLYDE,53.88306,-6.35
"Upper Shannon (C), Grange Lough",30,Lake,Grange Lough,52.77444,-8.01194
"Lough Neagh _ Lower Bann, SCOTSTOWN_010",30,River,SCOTSTOWN,54.2775,-7.065
"Mal Bay, INAGH (ENNISTYMON)_020",30,River,INAGH,53.5154,-9.74298
"Donagh-Moville, GLENNAGANNON_010",30,River,GLENNAGANNON,55.27861,-7.25306
"Donagh-Moville, CLOONTAGH_010",30,River,CLOONTAGH,55.24861,-7.37056
"Dunmanus-Bantry-Kenmare, Berehaven",30,Coastal,Berehaven,51.65132,-9.9104
"Slaney _ Wexford Harbour, COOLREE STREAM_010",30,River,COOLREE STREAM,,
"Lower Shannon (C), LISDUFF (KILCROW)_020",29,River,LISDUFF,52.91556,-8.24111
"Upper Shannon (D), CASTLEGAR_010",29,River,CASTLEGAR,53.2975,-9.01917
"Lower Shannon (A), BROSNA_110",29,River,BROSNA,53.16556,-8.075
"Lee, Cork Harbour and Youghal Bay, SULLANE_030",29,River,SULLANE,51.88333,-8.93333
"Erne, Woodford River",29,River,Woodford River,53.02028,-8.31639
"Cork Harbour, Moy Killala, Lee (Cork) Estuary Upper",29,Transitional,Lee Estuary Upper,,
"Cork Harbour, Moy Killala, SULLANE_030",28,River,SULLANE,51.88333,-8.93333
"Foyle, FINN (DONEGAL)_050",28,River,FINN,54.86111,-8.13861
"Donagh-Moville, Northwestern Atlantic Seaboard (HAs 37;38)",28,Coastal,Northwestern Atlantic Seaboard,,
"Ovoca-Vartry, GOLD MINE_010",28,River,GOLD MINE,52.82861,-6.23028
"Liffey and Dublin Bay, CAMAC_010",28,River,CAMAC,,
"Gweebarra-Sheephaven, Northwestern Atlantic Seaboard (HAs 37;38)",28,Coastal,Northwestern Atlantic Seaboard,,
"Lough Swilly, Northwestern Atlantic Seaboard (HAs 37;38)",28,Coastal,Northwestern Atlantic Seaboard,,
"Bandonllen, Glandore Harbour",28,Lake,Glandore Harbour,51.56639,-9.12083
"Lough Swilly, LEANNAN_040",28,River,LEANNAN,55.05,-7.71667
"Erriff-Clew Bay, Inner Clew Bay",28,Coastal,Inner Clew Bay,,
"Cork Harbour, Moy Killala, FINN (DONEGAL)_050",28,River,FINN,54.86111,-8.13861
"Foyle, FINN (DONEGAL)_020",28,River,FINN,54.86111,-8.13861
"Erriff-Clew Bay, Westport Bay",28,Transitional,Westport Bay,53.80067,-9.60948
"Erriff-Clew Bay, Newport Bay",28,Transitional,Newport Bay,53.87389,-9.62111
"Donegal Bay North, BRIDGETOWN (DONEGAL)_020",28,River,BRIDGETOWN,52.21748,-6.65242
"Donegal Bay North, Northwestern Atlantic Seaboard (HAs 37;38)",28,Coastal,Northwestern Atlantic Seaboard,,
"Donagh-Moville, PORTALEEN_010",28,River,PORTALEEN,55.31667,-7.16667
"Suir, FARNEYBRIDGE_040",28,River,FARNEYBRIDGE,52.64028,-7.91944
"Dunmanus-Bantry-Kenmare, FINNIHY_020",27,River,FINNIHY,51.86667,-9.6
"Erne, Erne Estuary",27,Transitional,Erne Estuary,,
"Sligo Bay _ Drowse, Sligo Bay",27,Coastal,Sligo Bay,54.3,-8.7
"Sligo Bay _ Drowse, CARTONKILLERDOO_010",27,River,CARTONKILLERDOO,,
"Newry, Fane, Glyde and Dee, Castletown Estuary",27,Transitional,Castletown Estuary,,
"Donegal Bay North, GLEN (CARRICK)_020",27,River,GLEN,54.34111,-8.38667
"Donegal Bay North, ROECHROW_010",27,River,ROECHROW,,
"Shannon Estuary North, Fergus Estuary",27,Transitional,Fergus Estuary,,
"Cork Harbour, Moy Killala, POLLAGH_020",26,River,POLLAGH,53.27667,-7.70806
"Upper Shannon (D), SUCK_130",26,River,SUCK,53.27222,-8.05306
"Barrow, Portlaoise",26,River,Portlaoise,53.03441,-7.29979
"Moy _ Killala Bay, POLLAGH_020",26,River,POLLAGH,53.27667,-7.70806
"Lower Shannon (A), BROSNA_020",26,River,BROSNA,53.16556,-8.075
"Liffey and Dublin Bay, RYE WATER_020",26,River,RYE WATER,53.365,-6.49111
"Lough Neagh _ Lower Bann, LISAVARGY_010",26,River,LISAVARGY,,
"Donegal Bay North, Inner Donegal Bay",26,Transitional,Inner Donegal Bay,,
"Erne, DUFF_010",26,River,DUFF,53.78464,-9.61955
"Dunmanus-Bantry-Kenmare, OWREAGH_010",26,River,OWREAGH,51.84306,-9.91
"Donegal Bay North, ESKE_020",26,River,ESKE,54.7,-8.03333
"Donagh-Moville, BALLYBOE_010",26,River,BALLYBOE,55.1,-8.01667
"Laune-Maine-Dingle Bay, Valencia Harbour",26,Coastal,Valencia Harbour,,
"Nore, Portlaoise",26,River,Portlaoise,53.03441,-7.29979
"Lower Shannon (A), Portlaoise",26,River,Portlaoise,53.03441,-7.29979
"Lough Swilly, LEANNAN_010",25,River,LEANNAN,55.05,-7.71667
"Lower Shannon (C), BALLINLOUGH STREAM_010",25,River,BALLINLOUGH STREAM,,
"Lough Swilly, OWENERK_010",25,River,OWENERK,55.20278,-7.53944
"Gweebarra-Sheephaven, CLADY (DONEGAL)_010",25,River,CLADY,55.05806,-8.31417
"Erriff-Clew Bay, Erriff Estuary",25,Transitional,Erriff Estuary,,
"Corrib, ANNIES_010",25,River,ANNIES,,
"Donegal Bay North, ESKE_010",25,River,ESKE,54.7,-8.03333
"Dunmanus-Bantry-Kenmare, Sneem Harbour",25,Transitional,Sneem Harbour,51.8,-9.88333
"Lough Neagh _ Lower Bann, River Blackwater (Annaghroe)",25,River,River Blackwater,51.85,-9.75
"Laune-Maine-Dingle Bay, MAINE_050",25,River,MAINE,52.15,-9.75
"Gweebarra-Sheephaven, OWENTOCKER_010",25,River,OWENTOCKER,54.76278,-8.42278
"Colligan-Mahon, Eastern Celtic Sea (HAs 13;17)",24,Coastal,Eastern Celtic Sea,,
"Lower Shannon (D), SHANNON (LOWER)_050",24,River,SHANNON,52.58194,-9.68167
"Shannon Estuary North, HELL_010",24,River,HELL,52.82417,-8.8225
"Erne, Derrycassan West",24,Lake,Derrycassan West,,
"Moy _ Killala Bay, GLENREE_020",24,River,GLENREE,54.11667,-9.15
"Donegal Bay North, LOWERYMORE_010",24,River,LOWERYMORE,54.68972,-8.03889
"Erne, Derrycassan East",24,Lake,Derrycassan East,,
"Erriff-Clew Bay, Killary Harbour",24,Coastal,Killary Harbour,53.60645,-9.80523
"Slaney _ Wexford Harbour, BLACKLION STREAM (CARLOW)_010",24,River,BLACKLION STREAM,,
"Lough Swilly, Swilly (Donegal)_010",24,River,Swilly,55.16667,-7.53333
"Tralee Bay-Feale, Upper Feale Estuary",24,Transitional,Upper Feale Estuary,,
"Shannon Estuary North, MANUSMORE_010",24,River,MANUSMORE,,
"Donegal Bay North, CLOGHER (DONEGAL)_010",23,River,CLOGHER,53.79361,-6.2375
"Newry, Fane, Glyde and Dee, FANE_060",23,River,FANE,53.95222,-6.46583
"Newry, Fane, Glyde and Dee, Outer Dundalk Bay",23,Coastal,Outer Dundalk Bay,,
"Upper Shannon (D), BALLINURE_020",23,River,BALLINURE,53.27667,-8.185
"Lower Shannon (C), BALLYFINBOY_040",23,River,BALLYFINBOY,53.0325,-8.25111
"Moy _ Killala Bay, OWENGARVE (SLIGO)_010",23,River,OWENGARVE,53.43333,-9.7
"Gweebarra-Sheephaven, OWENCARROW_020",23,River,OWENCARROW,55.10083,-7.85806
"Gweebarra-Sheephaven, Lough Swilly",23,Coastal,Lough Swilly,55.16667,-7.53333
"Colligan-Mahon, Colligan Estuary",23,Transitional,Colligan Estuary,,
"Gweebarra-Sheephaven, BIG BURN_010",23,River,BIG BURN,,
"Gweebarra-Sheephaven, GLEN (LACKAGH)_010",23,River,GLEN,54.34111,-8.38667
"Gweebarra-Sheephaven, KEEL LOUGH STREAM_010",23,River,KEEL LOUGH STREAM,,
"Shannon Estuary North, Shannon Plume (HAs 27;28)",23,Coastal,Shannon Plume,,
"Galway Bay South East, Shannon Plume (HAs 27;28)",23,Coastal,Shannon Plume,,
"Moy _ Killala Bay, BLACK (SLIGO)_010",23,River,BLACK,54.08222,-7.14611
"Mal Bay, Shannon Plume (HAs 27;28)",23,Coastal,Shannon Plume,,
"Nanny-Delvin, WARD_010",23,River,WARD,53.62444,-6.88611
"Lough Swilly, Lough Swilly",23,Coastal,Lough Swilly,55.16667,-7.53333
"Slaney _ Wexford Harbour, BALLINGALE STREAM_010",23,River,BALLINGALE STREAM,,
"Donegal Bay North, LAGHY STREAM_010",23,River,LAGHY STREAM,,
"Donegal Bay North, DRUMMENY_010",23,River,DRUMMENY,,
"Moy _ Killala Bay, LITTLE (STRADE)_010",23,River,LITTLE,53.98472,-9.24122
"Lower Shannon (D), NEWPORT (TIPPERARY)_020",22,River,NEWPORT,53.88504,-9.55674
"Mal Bay, ANNAGH (CLARE)_010",22,River,ANNAGH,53.77698,-8.77445
"Lower Shannon (B), CLAREEN STREAM/FUARAWN_020",22,River,CLAREEN STREAM/FUARAWN,,
"Lower Shannon (D), DOONANE_010",22,River,DOONANE,52.73667,-8.34417
"Lough Swilly, AGHAWEEL_010",22,River,AGHAWEEL,55.19333,-7.47222
"Lough Swilly, CASHELNACOR_010",22,River,CASHELNACOR,55.15694,-7.43778
"Boyne, YELLOW (CASTLEJORDAN)_010",22,River,YELLOW,53.38556,-7.08361
"Nore, LISDOWNEY_010",22,River,LISDOWNEY,52.78944,-7.38861
"Gweebarra-Sheephaven, LOUGH AGHER STREAM_010",22,River,LOUGH AGHER STREAM,55.12833,-8.06417
"Laune-Maine-Dingle Bay, Dingle Harbour",22,Coastal,Dingle Harbour,52.1325,-10.28611
"Gweebarra-Sheephaven, Mulroy Bay Broadwater",22,Coastal,Mulroy Bay Broadwater,,
"Tralee Bay-Feale, Mouth of the Shannon (HAs 23;27)",22,Coastal,Mouth of the Shannon,52.50167,-9.81694
"Upper Shannon (B), BREEDOGE_010",22,River,BREEDOGE,53.91667,-8.41667
"Gweebarra-Sheephaven, PORT STREAM_010",22,River,PORT STREAM,52.13806,-7.36278
"Lough Swilly, DRUMBARNET STREAM_010",22,River,DRUMBARNET STREAM,,
"Upper Shannon (C), FALLAN_010",22,River,FALLAN,53.73333,-7.86667
"Cork Harbour, Moy Killala, GLENREE_020",22,River,GLENREE,54.11667,-9.15
"Suir, BALLINTEMPLE STREAM_010",22,River,BALLINTEMPLE STREAM,,
"Donegal Bay North, GLENADDRAGH_020",22,River,GLENADDRAGH,54.62667,-8.60389
"Donagh-Moville, CABRY_010",22,River,CABRY,55.13333,-7.2
"Suir, GLENGALLA_010",22,River,GLENGALLA,52.275,-7.89694
"Donegal Bay North, Donegal Bay (Erne)",22,Coastal,Donegal Bay,54.53333,-8.5
"Donegal Bay North, BALLAGHDOO_010",22,River,BALLAGHDOO,54.63194,-8.59611
"Suir, CLASHAWLEY_010",22,River,CLASHAWLEY,52.35,-7.46667
"Shannon Estuary North, Mouth of the Shannon (HAs 23;27)",22,Coastal,Mouth of the Shannon,52.50167,-9.81694
"Sligo Bay _ Drowse, Donegal Bay (Erne)",22,Coastal,Donegal Bay,54.53333,-8.5
"Tralee Bay-Feale, Inner Tralee Bay",22,Coastal,Inner Tralee Bay,,
"Erne, Donegal Bay (Erne)",22,Coastal,Donegal Bay,54.53333,-8.5
"Gweebarra-Sheephaven, CORVEEN_010",22,River,CORVEEN,55.10528,-8.26361
"Gweebarra-Sheephaven, CATHEEN_010",22,River,CATHEEN,,
"Suir, HALFWAY HOUSE STREAM_010",21,River,HALFWAY HOUSE STREAM,,
"Galway Bay South East, CLARINBRIDGE_010",21,River,CLARINBRIDGE,53.22639,-8.88306
"Lower Shannon (C), GORTADALAUN STREAM_010",21,River,GORTADALAUN STREAM,,
"Lower Shannon (A), TULLAMORE_010",21,River,TULLAMORE,53.27722,-7.5775
"Lough Neagh _ Lower Bann, MOUNTAIN WATER_020",21,River,MOUNTAIN WATER,54.33225,-6.86812
"Nore, CAHERLESK STREAM_010",21,River,CAHERLESK STREAM,,
"Tralee Bay-Feale, SCORID_010",21,River,SCORID,,
"Lee, Cork Harbour and Youghal Bay, KEEL_010",21,River,KEEL,55.06111,-7.76167
"Lee, Cork Harbour and Youghal Bay, SULLANE_040",21,River,SULLANE,51.88333,-8.93333
"Nore, GULLY_010",21,River,GULLY,52.94306,-7.44722
"Suir, CLOVER_010",21,River,CLOVER,52.685,-7.715
"Dunmanus-Bantry-Kenmare, ARDSHEELHANE_010",21,River,ARDSHEELHANE,51.83333,-9.9
"Erne, Summerhill",21,Lake,Summerhill,53.47694,-6.73639
"Suir, CLONMORE STREAM (SUIR)_010",21,River,CLONMORE STREAM,53.27722,-7.5775
"Lee, Cork Harbour and Youghal Bay, FOHERISH_020",21,River,FOHERISH,51.91667,-9.03333
"Donagh-Moville, DRUNG_010",20,River,DRUNG,52.02509,-10.03748
"Ballyteigue-Bannow, Corock Estuary",20,Transitional,Corock Estuary,,
"Upper Shannon (F), MOUNTNUGENT_010",20,River,MOUNTNUGENT,53.81783,-7.2557
"Cork Harbour, Moy Killala, CLAREEN STREAM/FUARAWN_020",20,River,CLAREEN STREAM/FUARAWN,,
"Foyle, CLOGHROE_010",20,River,CLOGHROE,54.85,-7.73333
"Foyle, CUMMIRK_020",20,River,CUMMIRK,54.86361,-8.00861
"Slaney _ Wexford Harbour, CLASHAVEY RIVER_010",20,River,CLASHAVEY RIVER,52.705,-6.67806
"Cork Harbour, Moy Killala, SULLANE_040",20,River,SULLANE,51.88333,-8.93333
"Cork Harbour, Moy Killala, LITTLE (STRADE)_010",20,River,LITTLE,53.98472,-9.24122
"Dunmanus-Bantry-Kenmare, SNEEM_010",20,River,SNEEM,51.81667,-9.9
"Dunmanus-Bantry-Kenmare, Kilmakilloge Harbour",20,Transitional,Kilmakilloge Harbour,51.78,-9.82333
"Laune-Maine-Dingle Bay, FINOW_010",20,River,FINOW,52.01306,-9.44028
"Tralee Bay-Feale, TULLALEAGUE_010",20,River,TULLALEAGUE,52.32694,-9.36306
"Tralee Bay-Feale, OWENAFEANNA_010",20,River,OWENAFEANNA,,
"Gweebarra-Sheephaven, ABBERACHRIN_010",20,River,ABBERACHRIN,,
"Nore, CLONAWOOLAN STREAM_010",20,River,CLONAWOOLAN STREAM,,
"Liffey and Dublin Bay, PINKEEN_010",20,River,PINKEEN,,
"Lower Shannon (D), WHITEHALL_010",20,River,WHITEHALL,53.383,-6.24019
"Lower Shannon (D), MULKEAR (LIMERICK)_020",20,River,MULKEAR,52.67833,-8.54389
